warehouse_id,warehouse_name,city,state,warehouse_type,capacity,internal_note
1584,WH-01584,Phoenix,Arizona,Distribution Center,91278,INT-BNIKQ3T
1585,WH-01585,Austin,Texas,Cross Dock,17576,INT-4MZ2EWI
1586,WH-01586,Portland,Oregon,Cross Dock,52590,INT-I6W9PFW
1587,WH-01587,Austin,Texas,Distribution Center,72218,INT-S0L34PQ
1588,WH-01588,Portland,Oregon,Regional DC,10483,INT-G7DQEYF
1589,WH-01589,Los Angeles,California,Cross Dock,7622,INT-DQXA19H
1590,WH-01590,Boston,Massachusetts,Distribution Center,92821,INT-QFFGCR0
1591,WH-01591,Charlotte,North Carolina,Fulfillment Center,42894,INT-14YHNMN
1592,WH-01592,Houston,Texas,Distribution Center,54509,INT-MZQ0Q35
1593,WH-01593,Dallas,Texas,Cross Dock,18487,INT-9S8J4V7
1594,WH-01594,Phoenix,Arizona,Cross Dock,53550,INT-YPR1Q0R
1595,WH-01595,Chicago,Illinois,Cross Dock,32216,INT-TT2Q91V
1596,WH-01596,New York,New York,Cross Dock,91952,INT-EZS42J7
1597,WH-01597,Los Angeles,California,Distribution Center,68899,INT-F6KXOJ9
1598,WH-01598,,Unknown,Regional DC,19527,INT-1UNHD1W
1599,WH-01599,Phoenix,Arizona,Distribution Center,9575,INT-XSVNV2U
1600,WH-01600,Atlanta,Georgia,Distribution Center,23071,INT-A0LJXGV
1601,WH-01601,Chicago,Illinois,Fulfillment Center,12946,INT-EOEOO0W
1602,WH-01602,Miami,Florida,Fulfillment Center,60281,INT-JBRMC4X
1603,WH-01603,Los Angeles,California,Regional DC,65072,INT-S8TG1VO
1604,WH-01604,Denver,Colorado,Fulfillment Center,80585,INT-D80JS18
1605,WH-01605,Seattle,Washington,Fulfillment Center,78261,INT-ASSCM9U
1606,WH-01606,Chicago,Illinois,Regional DC,38162,INT-SBWQL4R
1607,WH-01607,Atlanta,Georgia,Regional DC,98218,INT-DV3LPBB
1608,WH-01608,Miami,Florida,Distribution Center,5,INT-M3AKENP
1609,WH-01609,Seattle,Washington,Fulfillment Center,20499,INT-7L3YTSV
1610,WH-01610,Seattle,Washington,Regional DC,79734,INT-WRM0FNX
1611,WH-01611,Miami,Florida,Cross Dock,88164,INT-SUZKGDC
1612,WH-01612,Portland,Oregon,Cross Dock,37038,INT-MW46VA6
1613,WH-01613,Denver,Colorado,Regional DC,53267,INT-ZYXDA74
1614,WH-01614,Portland,Oregon,Distribution Center,69129,INT-RQ91GB2
1615,WH-01615,Denver,Colorado,Fulfillment Center,10152,INT-Y53C8EV
1616,WH-01616,Atlanta,Georgia,Fulfillment Center,96337,INT-XQT2MIW
1617,WH-01617,Boston,Massachusetts,Cross Dock,6695,INT-NW5GZNV
1618,WH-01618,Miami,Florida,Distribution Center,20042,INT-CQRDLP0
1619,WH-01619,Denver,Colorado,Distribution Center,10538,INT-J6H5O88
1620,WH-01620,Dallas,Texas,Cross Dock,35661,INT-8WTU3K3
1621,WH-01621,Miami,Florida,Distribution Center,89443,INT-C6D8FVJ
1622,WH-01622,Seattle,Washington,Fulfillment Center,29488,INT-AJWL8YJ
1623,WH-01623,Los Angeles,California,Regional DC,85064,INT-WAEROA9
1624,WH-01624,Atlanta,Georgia,Cross Dock,88376,INT-H6ARG5K
1625,WH-01625,Boston,Massachusetts,Distribution Center,92160,INT-D7ZMAOE
1626,WH-01626,Charlotte,North Carolina,Cross Dock,33047,INT-JGNQ2FV
1627,WH-01627,Charlotte,North Carolina,Cross Dock,53047,INT-2YUUVDQ
1628,WH-01628,New York,New York,Distribution Center,30377,INT-V5FI0Q9
1629,WH-01629,Atlanta,Georgia,Fulfillment Center,99938,INT-CYW0JJN
1630,WH-01630,Miami,Florida,Distribution Center,18219,INT-X6HG24N
1631,WH-01631,Seattle,Washington,Regional DC,48987,INT-9E3XKMT
1632,WH-01632,Los Angeles,California,Regional DC,6200,INT-CNGI1GJ
1633,WH-01633,Los Angeles,California,Fulfillment Center,20512,INT-D9OMWYZ
1634,WH-01634,Seattle,Washington,Distribution Center,94285,INT-Z7OQ7EV
1635,WH-01635,Houston,Texas,Cross Dock,42674,INT-YOBGRP0
1636,WH-01636,Houston,Texas,Fulfillment Center,62105,INT-2W2MZ68
1637,WH-01637,Charlotte,North Carolina,Regional DC,5000000,INT-ROXQTLN
1638,WH-01638,Charlotte,North Carolina,Distribution Center,79442,INT-UD6MEDE
1639,WH-01639,Atlanta,Georgia,Cross Dock,89994,INT-R1A758I
1640,WH-01640,Boston,Massachusetts,Distribution Center,78095,INT-UC7VULP
1641,WH-01641,Atlanta,Georgia,Cross Dock,36395,INT-M0JXGWZ
1642,WH-01642,Dallas,Texas,Regional DC,49399,INT-CRPQGGU
1643,WH-01643,Portland,Oregon,Fulfillment Center,97838,INT-IBA84BY
1644,WH-01644,New York,New York,Fulfillment Center,87275,INT-N21YOD0
1645,WH-01645,Dallas,Texas,Fulfillment Center,79507,INT-KRHRK5W
1646,WH-01646,Houston,Texas,Fulfillment Center,84554,INT-AE1OVPN
1647,WH-01647,Austin,Texas,Regional DC,49999,INT-JG7KNZI
1648,WH-01648,Los Angeles,California,Fulfillment Center,28744,INT-V9RD8F5
1649,WH-01649,Charlotte,North Carolina,Distribution Center,47227,INT-0R0CWR1
1650,WH-01650,Atlanta,Georgia,Distribution Center,53279,INT-DE49R2T
1651,WH-01651,Denver,Colorado,Regional DC,69376,INT-NJII22Q
1652,WH-01652,Detroit,Michigan,Cross Dock,68963,INT-WVYAZL0
1653,WH-01653,Seattle,Washington,Distribution Center,82441,INT-DL6X86Z
1654,WH-01654,Houston,Texas,Regional DC,16416,INT-BWZOZU1
1655,WH-01655,Portland,Oregon,Distribution Center,28524,INT-AJ8HU04
1656,WH-01656,Detroit,Michigan,Fulfillment Center,73952,INT-0V0ZP3D
1657,WH-01657,Los Angeles,California,Cross Dock,73766,INT-N1X2M5N
1658,WH-01658,Houston,Texas,Cross Dock,71451,INT-ZFRP142
1659,WH-01659,Austin,Texas,Fulfillment Center,16286,INT-NAOEPB9
1660,WH-01660,Dallas,Texas,Cross Dock,53466,INT-0GCRRUM
1661,WH-01661,Charlotte,North Carolina,Distribution Center,25476,INT-ECKMOY0
1662,WH-01662,Atlanta,Georgia,Regional DC,81168,INT-D9D29P2
1663,WH-01663,Detroit,Michigan,Regional DC,90773,INT-X918EM5
1664,WH-01664,Dallas,Texas,Fulfillment Center,90543,INT-FHMYGIN
1665,WH-01665,Detroit,Michigan,Distribution Center,25392,INT-NCOCTYP
1666,WH-01666,Detroit,Michigan,Fulfillment Center,24431,INT-FK7G0UK
1667,WH-01667,Detroit,Michigan,Distribution Center,34746,INT-95ETC4H
1668,WH-01668,Atlanta,Georgia,Cross Dock,41082,INT-XVRLDWV
1669,WH-01669,Dallas,Texas,Distribution Center,18901,INT-AM8PTU3
1670,WH-01670,Atlanta,Georgia,Regional DC,74370,INT-XNWE1FF
1671,WH-01671,Detroit,Michigan,Cross Dock,9999999,INT-FEOSG1C
1672,WH-01672,Houston,Texas,Cross Dock,23373,INT-OUNAVYE
1673,WH-01673,New York,New York,Distribution Center,81437,INT-JT5E0ZA
1674,WH-01674,Phoenix,Arizona,Fulfillment Center,42878,INT-U26LWG2
1675,WH-01675,Los Angeles,California,Fulfillment Center,35262,INT-ECWYR6I
1676,WH-01676,Seattle,Washington,Cross Dock,33124,INT-1Z2QJOI
1677,WH-01677,Phoenix,Arizona,Distribution Center,89856,INT-TJZY63G
1678,WH-01678,Boston,Massachusetts,Distribution Center,60550,INT-ODCVDAV
1679,WH-01679,Los Angeles,California,Cross Dock,50249,INT-UQ6BVYG
1680,WH-01680,Denver,Colorado,Distribution Center,77426,INT-90MQAY0
1681,WH-01681,Austin,Texas,Cross Dock,83585,INT-78WFPJF
1682,WH-01682,Charlotte,North Carolina,Cross Dock,73046,INT-NB8H8W6
1683,WH-01683,Houston,Texas,Distribution Center,11327,INT-HA748V5
1684,WH-01684,Miami,Florida,Regional DC,63375,INT-ZKWSR1E
1685,WH-01685,Houston,Texas,Fulfillment Center,29002,INT-ROVDFDC
1686,WH-01686,Portland,Oregon,Distribution Center,93546,INT-KHBSLT7
1687,WH-01687,Dallas,Texas,Distribution Center,24858,INT-DI2SYXO
1688,WH-01688,Atlanta,Georgia,Fulfillment Center,69825,INT-MCFH2PK
1689,WH-01689,Chicago,Illinois,Fulfillment Center,45847,INT-5Q3OODD
1690,WH-01690,New York,New York,Fulfillment Center,83539,INT-KLCUZMS
1691,WH-01691,Los Angeles,California,Cross Dock,71857,INT-RJJ31HS
1692,WH-01692,Denver,Colorado,Cross Dock,16480,INT-B2ARU68
1693,WH-01693,Denver,Colorado,Fulfillment Center,81844,INT-KHLGUVZ
1694,WH-01694,Austin,Texas,Cross Dock,44339,INT-JF8MEBW
1695,WH-01695,Phoenix,Arizona,Regional DC,89450,INT-WXDH3YI
1696,WH-01696,Austin,Texas,Cross Dock,28483,INT-EGVQWMK
1697,WH-01697,Charlotte,North Carolina,Distribution Center,29915,INT-PGWLJ83
1698,WH-01698,Miami,Florida,Distribution Center,43013,INT-YISVBMF
1699,WH-01699,Detroit,Michigan,Regional DC,47706,INT-NUFQ65S
1700,WH-01700,Miami,Florida,Fulfillment Center,57892,INT-EW7WC7A
1701,WH-01701,Houston,Texas,Cross Dock,80525,INT-ENVA6R1
1702,WH-01702,Atlanta,Georgia,Fulfillment Center,49092,INT-MQF7M7I
1703,WH-01703,Miami,Florida,Cross Dock,9871,INT-LN7FUIP
1704,WH-01704,Los Angeles,California,Distribution Center,75249,INT-9H9L11Y
1705,WH-01705,Denver,Colorado,Cross Dock,79279,INT-X9W8R66
1706,WH-01706,Dallas,Texas,Distribution Center,11312,INT-NWU5FXN
1707,WH-01707,Phoenix,Arizona,Cross Dock,88630,INT-RH1OGN2
1708,WH-01708,Charlotte,North Carolina,Distribution Center,76510,INT-W9S52R6
1709,WH-01709,Portland,Oregon,Cross Dock,24978,INT-QQTCYGS
1710,WH-01710,Phoenix,Arizona,Distribution Center,13998,INT-R6XHAP4
1711,WH-01711,Dallas,Texas,Regional DC,90396,INT-6HP60H0
1712,WH-01712,Phoenix,Arizona,Regional DC,36611,INT-M5F2S1K
1713,WH-01713,Boston,Massachusetts,Fulfillment Center,25324,INT-00919GN
1714,WH-01714,Phoenix,Arizona,Regional DC,36477,INT-E3IZIP3
1715,WH-01715,Seattle,Washington,Fulfillment Center,66823,INT-SEGTSH4
1716,WH-01716,Denver,Colorado,Distribution Center,61728,INT-N0E06J3
1717,WH-01717,Chicago,Illinois,Regional DC,59679,INT-KGPFDGA
1718,WH-01718,Portland,Oregon,Cross Dock,12681,INT-0RJQRZK
1719,WH-01719,Seattle,Washington,Cross Dock,39187,INT-AWNWWVW
1720,WH-01720,Denver,Colorado,Cross Dock,34694,INT-EDXLTGE
1721,WH-01721,Atlanta,Georgia,Regional DC,41052,INT-XILYNOK
1722,WH-01722,Charlotte,North Carolina,Regional DC,9596,INT-S4MSZZP
1723,WH-01723,Chicago,Illinois,Fulfillment Center,13688,INT-XVCLUYN
1724,WH-01724,Miami,Florida,Regional DC,54430,INT-2XXKCY2
1725,WH-01725,Chicago,Illinois,Cross Dock,76172,INT-1R538B8
1726,WH-01726,Austin,Texas,Cross Dock,16857,INT-NLTFXWU
1727,WH-01727,,Unknown,Regional DC,35549,INT-X5J28TK
1728,WH-01728,New York,New York,Regional DC,71876,INT-MWNWAUX
1729,WH-01729,Houston,Texas,Distribution Center,19795,INT-LFA8G4I
1730,WH-01730,Dallas,Texas,Fulfillment Center,76082,INT-Q7T9MD9
1731,WH-01731,Detroit,Michigan,Distribution Center,54326,INT-SQS3ZCO
1732,WH-01732,Miami,Florida,Fulfillment Center,60057,INT-M6AL87B
1733,WH-01733,New York,New York,Cross Dock,65083,INT-X96EL7N
1734,WH-01734,Denver,Colorado,Fulfillment Center,43550,INT-BBXGR0Q
1735,WH-01735,Detroit,Michigan,Regional DC,28044,INT-H2PK3UO
1736,WH-01736,Portland,Oregon,Cross Dock,20225,INT-6JANN6D
1737,WH-01737,Los Angeles,California,Distribution Center,11825,INT-NT4X91H
1738,WH-01738,Detroit,Michigan,Cross Dock,64447,INT-I9PM4HI
1739,WH-01739,Los Angeles,California,Fulfillment Center,30855,INT-D4X2P9H
1740,WH-01740,,Unknown,Distribution Center,41048,INT-F8ER6PK
1741,WH-01741,Miami,Florida,Cross Dock,14012,INT-2DU9R3D
1742,WH-01742,Houston,Texas,Cross Dock,73821,INT-0I8XC89
1743,WH-01743,Boston,Massachusetts,Regional DC,32629,INT-U7LZR3P
1744,WH-01744,Seattle,Washington,Fulfillment Center,68094,INT-YQR7W2Q
1745,WH-01745,Denver,Colorado,Fulfillment Center,18985,INT-LHWOXDX
1746,WH-01746,,Unknown,Distribution Center,84791,INT-0ITK228
1747,WH-01747,Boston,Massachusetts,Cross Dock,83904,INT-HOGEWML
1748,WH-01748,Los Angeles,California,Cross Dock,12225,INT-LFOPY0W
1749,WH-01749, Los Angeles,California,Fulfillment Center,72025,INT-VOR00SL
1750,WH-01750,Charlotte,North Carolina,Fulfillment Center,74206,INT-XF8GKK6
1751,WH-01751,Seattle,Washington,Distribution Center,95886,INT-50X0UY4
1752,WH-01752,Austin,Texas,Fulfillment Center,35342,INT-GMTLQQ3
1753,WH-01753,Charlotte,North Carolina,Fulfillment Center,75977,INT-M8HGVNQ
1754,WH-01754,New York,New York,Cross Dock,87383,INT-VSD9866
1755,WH-01755,Houston,Texas,Cross Dock,91784,INT-J674YRQ
1756,WH-01756,Chicago,Illinois,Distribution Center,54290,INT-HV6ZGKI
1757,WH-01757,Boston,Massachusetts,Cross Dock,32419,INT-9A7IK35
1758,WH-01758,Houston,Texas,Distribution Center,16804,INT-KHMZU1M
1759,WH-01759,Denver,Colorado,Cross Dock,58771,INT-5B5ZXKS
1760,WH-01760,Los Angeles,California,Fulfillment Center,9740,INT-TWCV4HS
1761,WH-01761,Houston,Texas,Regional DC,7594,INT-TYHGTGO
1762,WH-01762,Portland,Oregon,Cross Dock,95968,INT-KURO1K9
1763,WH-01763,Houston,Texas,Fulfillment Center,44665,INT-MGSFNBR
1764,WH-01764,Atlanta,Georgia,Fulfillment Center,44348,INT-W2G8RWM
1765,WH-01765,Boston,Massachusetts,Cross Dock,51070,INT-NKVIPV7
1766,WH-01766,Boston,Massachusetts,Regional DC,40546,INT-LNPKO9F
1767,WH-01767,Detroit,Michigan,Regional DC,75622,INT-1DEEK3I
1768,WH-01768,Miami,Florida,Distribution Center,65814,INT-S0KZFW7
1769,WH-01769,Charlotte,North Carolina,Distribution Center,91465,INT-ZW7MLJY
1770,WH-01770,Boston,Massachusetts,Regional DC,46050,INT-7C7YYAB
1771,WH-01771,New York,New York,Fulfillment Center,46933,INT-ASNH1JB
1772,WH-01772,Austin,Texas,Distribution Center,88736,INT-YNZIBSB
1773,WH-01773,Detroit,Michigan,Distribution Center,23956,INT-JDO6Q3L
1774,WH-01774,Dallas,Texas,Distribution Center,64341,INT-G8F6TZO
1775,WH-01775,Detroit,Michigan,Distribution Center,68270,INT-UTIWS6N
1776,WH-01776,Charlotte,North Carolina,Distribution Center,79066,INT-NPSN0F9
1777,WH-01777,Detroit,Michigan,Distribution Center,97913,INT-1RVQQEY
1778,WH-01778,Detroit,Michigan,Cross Dock,99521,INT-2BX54EF
1779,WH-01779,Denver,Colorado,Regional DC,88000,INT-14JHHWN
1780,WH-01780,Seattle,Washington,Fulfillment Center,72779,INT-3T8VVIQ
1781,WH-01781,Boston,Massachusetts,Regional DC,22431,INT-FGUWP4H
1782,WH-01782,Boston,Massachusetts,Regional DC,12914,INT-NL4E0P7
1783,WH-01783,Atlanta,Georgia,Distribution Center,52484,INT-J7Y9VYU
1784,WH-01784,Denver,Colorado,Cross Dock,94822,INT-1TKKZM1
1785,WH-01785,Miami,Florida,Fulfillment Center,28191,INT-WB9VDDG
1786,WH-01786,Charlotte,North Carolina,Cross Dock,51115,INT-BTYKWV5
1787,WH-01787,Denver,Colorado,Cross Dock,79691,INT-0WI331W
1788,WH-01788,Dallas,Texas,Regional DC,8678,INT-G02QRTS
1789,WH-01789,Seattle,Washington,Distribution Center,88757,INT-6XWN8G8
1790,WH-01790,Austin,Texas,Fulfillment Center,75312,INT-0UH0CUU
1791,WH-01791,Austin,Texas,Regional DC,95800,INT-5XI1KNZ
1792,WH-01792,Atlanta,Georgia,Cross Dock,74373,INT-CU5K2KT
1793,WH-01793,Houston,Texas,Regional DC,15571,INT-IKH7TO7
1794,WH-01794,Houston,Texas,Fulfillment Center,76564,INT-QR3X7KN
1795,WH-01795,Miami,Florida,Fulfillment Center,93789,INT-OMPNYQ6
1796,WH-01796,Austin,Texas,Regional DC,44943,INT-JAH8O6R
1797,WH-01797,Phoenix,Arizona,Fulfillment Center,81895,INT-XKF6JLA
1798,WH-01798,Houston,Texas,Fulfillment Center,26822,INT-RGRAY99
1799,WH-01799,Austin,Texas,Cross Dock,46680,INT-XM2BTK8
1800,WH-01800,Los Angeles,California,Regional DC,97240,INT-EXJMXV6
1801,WH-01801,Chicago,Illinois,Cross Dock,6075,INT-U7AU8KY
1802,WH-01802,Denver,Colorado,Cross Dock,76339,INT-SO7Q633
1803,WH-01803,Phoenix,Arizona,Fulfillment Center,37443,INT-W1SYWDG
1804,WH-01804,Austin,Texas,Distribution Center,28747,INT-R3H9ALZ
1805,WH-01805,,Unknown,Cross Dock,37440,INT-VTXIK3J
1806,WH-01806,New York,New York,Cross Dock,16570,INT-TCPZMSA
1807,WH-01807,Denver,Colorado,Fulfillment Center,56785,INT-07PAKNS
1808,WH-01808,Charlotte,North Carolina,Regional DC,87230,INT-ORGXV9L
1809,WH-01809,Los Angeles,California,Cross Dock,51466,INT-AC1IYU4
1810,WH-01810,Detroit,Michigan,Cross Dock,97907,INT-LPTZRK9
1811,WH-01811,Seattle,Washington,Distribution Center,62900,INT-L3CMRL1
1812,WH-01812,Phoenix,Arizona,Cross Dock,25104,INT-XO87TVR
1813,WH-01813,Austin,Texas,Distribution Center,96731,INT-LBGS904
1814,WH-01814,Austin,Texas,Distribution Center,84404,INT-CP2P1T9
1815,WH-01815,New York,New York,Distribution Center,25711,INT-C35CDXU
1816,WH-01816,Houston,Texas,Distribution Center,36559,INT-17MG3MA
1817,WH-01817,,Unknown,Distribution Center,19260,INT-SWS2C3K
1818,WH-01818,Houston,Texas,Distribution Center,21864,INT-1BDWPZ0
1819,WH-01819,Boston,Massachusetts,Regional DC,16187,INT-4FKFWQK
1820,WH-01820,Atlanta,Georgia,Cross Dock,6698,INT-E37QOJM
1821,WH-01821,Portland,Oregon,Distribution Center,33220,INT-8QTEVRA
1822,WH-01822,Seattle,Washington,Distribution Center,20611,INT-E5QBYAC
1823,WH-01823,Phoenix,Arizona,Regional DC,85429,INT-4PBGJ55
1824,WH-01824,Miami,Florida,Cross Dock,5142,INT-50RR2I1
1825,WH-01825,Dallas,Texas,Distribution Center,28749,INT-CG62N9V
1826,WH-01826,New York,New York,Fulfillment Center,46351,INT-7DUVO9V
1827,WH-01827,Phoenix,Arizona,Cross Dock,28933,INT-FGHJ78V
1828,WH-01828,Detroit,Michigan,Cross Dock,28097,INT-0HC6UQM
1829,WH-01829,Seattle,Washington,Regional DC,12058,INT-1PYC8TM
1830,WH-01830,Denver,Colorado,Regional DC,72144,INT-75Q9RU7
1831,WH-01831,Dallas,Texas,Regional DC,33425,INT-568J0TL
1832,WH-01832,Atlanta,Georgia,Fulfillment Center,93537,INT-I2CZJ7X
1833,WH-01833,Atlanta,Georgia,Distribution Center,82104,INT-1K4JOOA
1834,WH-01834,Phoenix,Arizona,Fulfillment Center,22490,INT-0ZO5U6A
1835,WH-01835,Austin,Texas,Distribution Center,15099,INT-UJVC0LF
1836,WH-01836,Charlotte,North Carolina,Distribution Center,72473,INT-J3AMP0W
1837,WH-01837,Detroit,Michigan,Distribution Center,56503,INT-3VCQP8P
1838,WH-01838,Dallas,Texas,Cross Dock,34230,INT-M1AXAX6
1839,WH-01839,Portland,Oregon,Distribution Center,40518,INT-M0V183B
1840,WH-01840,,Unknown,Cross Dock,79004,INT-VDUISWK
1841,WH-01841,,Unknown,Cross Dock,63854,INT-DAOF71U
1842,WH-01842,Chicago,Illinois,Fulfillment Center,83918,INT-7MFQEY9
1843,WH-01843,,Unknown,Cross Dock,29257,INT-H173LV3
1844,WH-01844,Dallas,Texas,Cross Dock,98392,INT-QJQ7OO4
1845,WH-01845,Austin,Texas,Regional DC,68267,INT-N9WTNGY
1846,WH-01846,Seattle,Washington,Regional DC,67177,INT-JUT1UG1
1847,WH-01847,Dallas,Texas,Distribution Center,74233,INT-JEE5R04
1848,WH-01848,Chicago,Illinois,Regional DC,28245,INT-A09X08V
1849,WH-01849,Charlotte,North Carolina,Distribution Center,79714,INT-7B7UWGO
1850,WH-01850,Boston,Massachusetts,Regional DC,73763,INT-53UKWZA
1851,WH-01851,Los Angeles,California,Fulfillment Center,56498,INT-6NBLOSN
1852,WH-01852,New York,New York,Regional DC,10396,INT-Z75DWQ1
1853,WH-01853,Atlanta,Georgia,Cross Dock,87265,INT-G3LYNST
1854,WH-01854,Miami,Florida,Regional DC,22634,INT-RV7VOOZ
1855,WH-01855,Seattle,Washington,Distribution Center,20718,INT-R3TZHIM
1856,WH-01856,Houston,Texas,Fulfillment Center,84932,INT-YE2YTPV
1857,WH-01857,Austin,Texas,Regional DC,11235,INT-54W0HFZ
1858,WH-01858,Los Angeles,California,Fulfillment Center,23090,INT-BTCTIFX
1859,WH-01859,New York,New York,Regional DC,72819,INT-NAK9U55
1860,WH-01860,Atlanta,Georgia,Distribution Center,23261,INT-YLZBUKQ
1861,WH-01861,Portland,Oregon,Fulfillment Center,52998,INT-CJDUR8C
1862,WH-01862,Charlotte,North Carolina,Distribution Center,15728,INT-EZNT8Y3
1863,WH-01863,Miami,Florida,Distribution Center,91276,INT-QYA5XRK
1864,WH-01864,Houston,Texas,Distribution Center,51236,INT-52UBSLD
1865,WH-01865,Charlotte,North Carolina,Regional DC,17474,INT-QME08CW
1866,WH-01866,Austin,Texas,Distribution Center,41111,INT-G4343JB
1867,WH-01867,Seattle,Washington,Regional DC,75137,INT-TY0MC1L
1868,WH-01868,Houston,Texas,Cross Dock,52398,INT-J5I46GW
1869,WH-01869,Portland,Oregon,Fulfillment Center,75550,INT-7M0J73Y
1870,WH-01870,New York,New York,Regional DC,71177,INT-RURV2YD
1871,WH-01871,New York,New York,Fulfillment Center,81509,INT-EXYIQN7
1872,WH-01872,Seattle,Washington,Regional DC,7877,INT-8Y0WYQ0
1873,WH-01873,Miami,Florida,Regional DC,46682,INT-PKIJ4NG
1874,WH-01874,Miami,Florida,Fulfillment Center,23176,INT-TM8S7NU
1875,WH-01875,Austin,Texas,Cross Dock,43702,INT-36UA76N
1876,WH-01876,Houston,Texas,Regional DC,75020,INT-JU6PN3P
1877,WH-01877,Miami,Florida,Fulfillment Center,44706,INT-XJR8PRK
1878,WH-01878,Boston,Massachusetts,Distribution Center,72288,INT-XSKA5D6
1879,WH-01879,Miami,Florida,Cross Dock,61331,INT-XPTGKIW
1880,WH-01880,Los Angeles,California,Fulfillment Center,36768,INT-1Q8EXF4
1881,WH-01881,Austin,Texas,Cross Dock,30598,INT-O4CEHLI
1882,WH-01882,Miami,Florida,Distribution Center,29548,INT-DC3XFYL
1883,WH-01883,Houston,Texas,Fulfillment Center,66422,INT-L7P9VS0
1884,WH-01884,Dallas,Texas,Regional DC,9332,INT-ZHIHJWI
1885,WH-01885,Detroit,Michigan,Cross Dock,87542,INT-XG0Y4GP
1886,WH-01886,Chicago,Illinois,Fulfillment Center,78442,INT-ZNL37PO
1887,WH-01887,Austin,Texas,Regional DC,97093,INT-7ZHOOHT
1888,WH-01888,Seattle,Washington,Regional DC,77687,INT-XR2H99H
1889,WH-01889,Boston,Massachusetts,Fulfillment Center,74724,INT-MP9FYVK
1890,WH-01890,Charlotte,North Carolina,Regional DC,45244,INT-G9UXUJO
1891,WH-01891,Los Angeles,California,Distribution Center,45109,INT-YHIF5KX
1892,WH-01892,Portland,Oregon,Distribution Center,38523,INT-45PLIQM
1893,WH-01893,Denver,Colorado,Fulfillment Center,20670,INT-MI7ET03
1894,WH-01894,Phoenix,Arizona,Regional DC,14304,INT-7SPF6R0
1895,WH-01895,Austin,Texas,Cross Dock,68285,INT-O6CYVMG
1896,WH-01896,Austin,Texas,Distribution Center,62685,INT-VE59G57
1897,WH-01897,Seattle,Washington,Cross Dock,54236,INT-ILEGSVO
1898,WH-01898,Portland,Oregon,Distribution Center,18995,INT-G0U79CV
1899,WH-01899,Atlanta,Georgia,Cross Dock,34737,INT-19SKS4B
1900,WH-01900,Miami,Florida,Distribution Center,83344,INT-N9JTW2O
1901,WH-01901,Detroit,Michigan,Regional DC,73584,INT-PNHN4Q1
1902,WH-01902,Austin,Texas,Distribution Center,84399,INT-VM1TWIC
1903,WH-01903,Detroit,Michigan,Regional DC,88730,INT-LMQYNYM
1904,WH-01904,Portland,Oregon,Regional DC,70728,INT-I0QP46Q
1905,WH-01905,Los angeles,Unknown,Distribution Center,11453,INT-2PREY5V
1906,WH-01906,Dallas,Texas,Distribution Center,71423,INT-WWSY8B6
1907,WH-01907,Boston,Massachusetts,Regional DC,26320,INT-N7O2MFT
1908,WH-01908,Los Angeles,California,Fulfillment Center,96902,INT-COAN8Q6
1909,WH-01909,Boston,Massachusetts,Distribution Center,91466,INT-017B8Q2
1910,WH-01910,Detroit,Michigan,Fulfillment Center,34257,INT-MK7TH2B
1911,WH-01911,Los Angeles,California,Regional DC,6574,INT-2O4AF32
1912,WH-01912,Miami,Florida,Distribution Center,31965,INT-X2ZYXF8
1913,WH-01913,,Unknown,Distribution Center,41260,INT-M43G4WO
1914,WH-01914,Chicago,Illinois,Regional DC,68726,INT-YY146CL
1915,WH-01915,Miami,Florida,Distribution Center,90510,INT-8AMABB7
1916,WH-01916,Detroit,Michigan,Distribution Center,43052,INT-EGDZ9UY
1917,WH-01917,Chicago,Illinois,Regional DC,64584,INT-4EFICZN
1918,WH-01918,Miami,Florida,Regional DC,70610,INT-WZD2KQX
1919,WH-01919,Boston,Massachusetts,Distribution Center,58242,INT-KUP9716
1920,WH-01920,Dallas,Texas,Regional DC,8414,INT-6MA51WB
1921,WH-01921,Houston,Texas,Cross Dock,88501,INT-MG05G0G
1922,WH-01922,Miami,Florida,Distribution Center,16495,INT-1VXOFQM
1923,WH-01923,Portland,Oregon,Cross Dock,87999,INT-DI4YZC7
1924,WH-01924,Los Angeles,California,Fulfillment Center,22147,INT-NBZR16E
1925,WH-01925,Houston,Texas,Cross Dock,39338,INT-XK1113I
1926,WH-01926,Los Angeles,California,Regional DC,72770,INT-BDENE4P
