inventory_id,product_id,warehouse_id,stock_quantity,reserved_stock,damaged_stock,last_updated,remarks
15645,8005,805,182.0,43,3,"Mar 29, 2024",RMK-AUD1CY
15646,403,3312,6.0,0,0,2024-10-25,RMK-IBCQQH
15647,9290,7495,95.0,17,2,12/07/2024,RMK-5M9SOQ
15648,3054,7975,406.0,52,1,"May 12, 2025",RMK-2G40I0
15649,11509,5445,398.0,14,9,"Aug 13, 2024",RMK-MLBWCF
15650,9247,4824,274.0,0,4,10/05/2023,RMK-6H8SQ5
15651,1197,2738,276.0,14,10,"Mar 24, 2023",RMK-OQ4PBT
15652,11223,6842,165.0,34,1,12-04-2023,RMK-XD0RCW
15653,10040,86,147.0,29,3,"Apr 29, 2025",RMK-8PVHBS
15654,268,8988,496.0,38,15,2025-06-04,RMK-ZONY2L
15655,7823,8392,271.0,12,3,09/05/2025,RMK-X6P21I
15656,3617,2903,427.0,95,0,11-17-2024,RMK-DB0W4B
15657,3677,6769,425.0,34,9,20/05/2025,RMK-3K9C9H
15658,9123,8295,203.0,45,4,02-23-2025,RMK-EDZN41
15659,7538,2046,303.0,86,12,21/06/2024,RMK-C5PH8M
15660,5770,1270,138.0,24,3,14/07/2024,RMK-7YZ98U
15661,9414,3542,183.0,0,1,08-18-2023,RMK-KGARML
15662,10078,4397,344.0,36,7,04-11-2023,RMK-HB4VCV
15663,9029,3634,84.0,25,4,10/03/2024,RMK-P6GXMS
15664,969,6628,142.0,38,6,"Jul 23, 2023",RMK-TLE3BC
15665,5190,5440,18.0,5,0,04-21-2023,RMK-3TEDYQ
15666,2001,4676,443.0,108,16,12-07-2023,RMK-9SEAD3
15667,4443,3642,213.0,15,10,04-28-2023,RMK-U1YCTR
15668,9513,3289,106.0,20,5,13/02/2024,RMK-9COYVQ
15669,7115,1617,215.0,26,0,05/06/2025,RMK-O45U6I
15670,4023,5110,152.0,45,2,2023-05-02,RMK-6X12GR
15671,7855,5715,495.0,71,4,2023-06-17,RMK-G45BPS
15672,9558,5568,85.0,4,4,06-09-2025,RMK-FDHH1O
15673,8938,5498,,,,2023-10-16,RMK-WT8M66
15674,6145,4460,22.0,4,1,04-22-2024,RMK-MZUFJG
15675,8440,9988,178.0,30,5,"Apr 04, 2023",RMK-K9UE5E
15676,11233,8183,401.0,80,8,26/06/2023,RMK-QS64UU
15677,5075,4442,467.0,27,2,2025-03-19,RMK-0LWYMJ
15678,6460,1209,1.0,0,0,06-04-2025,RMK-RQPI5Q
15679,70,981,195.0,48,9,15/03/2024,RMK-7CNXXS
15680,406,6090,200.0,37,9,2023-10-19,RMK-IC70CB
15681,4194,5717,51.0,10,0,"Sep 04, 2023",RMK-UV9M8V
15682,9765,2500,188.0,35,1,05-31-2025,RMK-AWG3T6
15683,311,9375,196.0,35,0,27/04/2025,RMK-8Z14S2
15684,176,2635,441.0,101,5,2025-04-10,RMK-17UU42
15685,5694,1451,267.0,65,10,10/02/2023,RMK-GSZGPW
15686,6661,7255,29.0,1,1,"Mar 08, 2025",RMK-LZEK49
15687,7642,2183,37.0,6,0,05-26-2025,RMK-JMM6TS
15688,11154,435,129.0,23,4,03/11/2023,RMK-JL23UF
15689,3746,9028,89.0,22,3,2024-05-07,RMK-PT7R4Q
15690,5526,1846,80.0,7,0,"Aug 27, 2024",RMK-J6Q4JY
15691,1039,6300,19.0,1,0,05-13-2024,RMK-I1O0DE
15692,2970,10104,183.0,30,2,10/06/2025,RMK-UXVEBG
15693,9041,1491,94.0,12,2,2024-07-22,RMK-E4T8GT
15694,5532,4360,174.0,38,3,"Oct 31, 2023",RMK-4WL1A7
15695,12000,3537,442.0,80,9,"Mar 11, 2024",RMK-W976OD
15696,11514,5314,203.0,18,9,"Feb 27, 2024",RMK-1BOTS4
15697,8097,834,147.0,17,2,2023-08-01,RMK-UO7WXR
15698,6929,1346,416.0,97,12,08-07-2024,RMK-JO42IN
15699,1064,4497,305.0,0,2,03-01-2025,RMK-UC4CMW
15700,10024,616,41.0,4,0,"Jul 25, 2023",RMK-XAGNGL
15701,2290,4943,442.0,124,14,02/05/2023,RMK-YATD56
15702,1611,6804,24.0,5,1,30/05/2024,RMK-4FXMJJ
15703,8497,9117,377.0,50,7,"Sep 24, 2024",RMK-FOF9UF
15704,8977,10104,463.0,82,11,19/01/2023,RMK-SCVS20
15705,1172,911,123.0,10,6,"Mar 24, 2025",RMK-WLCHNJ
15706,7263,9949,261.0,31,4,"Apr 05, 2025",RMK-HJ8KHP
15707,8222,5060,253.0,11,9,06-14-2024,RMK-VEW4AC
15708,11964,644,497.0,134,23,10/06/2025,RMK-5S0SBI
15709,1926,6774,38.0,3,0,"Apr 28, 2025",RMK-UUEMWE
15710,2086,6457,81.0,17,3,2023-03-06,RMK-5NS6F3
15711,5310,6250,278.0,74,0,"Oct 20, 2023",RMK-DLY85T
15712,4854,3634,161.0,24,3,14/03/2023,RMK-VZA40M
15713,11824,9279,272.0,5,13,05/04/2023,RMK-L5JH6K
15714,9489,5721,281.0,41,6,"Feb 13, 2024",RMK-ILV1RB
15715,349,613,7.0,0,0,01-30-2023,RMK-QMMZQY
15716,2004,2561,347.0,28,15,25/08/2024,RMK-8RBPQD
15717,8002,3609,304.0,73,9,06/01/2024,RMK-VZI4X5
15718,4311,8574,243.0,64,7,"Jan 24, 2025",RMK-U3ZAJO
15719,12089,5252,55.0,4,2,2023-01-13,RMK-0C4HG5
15720,10705,6948,453.0,120,7,2024-12-26,RMK-SEO1YF
15721,1381,5828,350.0,7,7,10/02/2024,RMK-5XPL11
15722,1687,2234,,,,2024-01-09,RMK-C668QN
15723,6713,1153,497.0,129,22,"Jan 22, 2025",RMK-ZTQ9ZN
15724,6765,3420,104.0,9,0,04-25-2024,RMK-YI1RH0
15725,11674,886,350.0,24,0,12/03/2023,RMK-2B8VIJ
15726,11056,5947,151.0,41,3,"Jun 29, 2023",RMK-A6TWNN
15727,6160,1663,96.0,13,3,2023-03-23,RMK-7KD3CZ
15728,9148,321,451.0,56,15,05/01/2023,RMK-NG6XCF
15729,10253,3868,487.0,55,23,"Feb 26, 2025",RMK-9IRAS8
15730,9064,9001,484.0,24,15,2024-08-27,RMK-L6NKFM
15731,9423,9760,19.0,5,0,"Apr 12, 2025",RMK-5WBQ1G
15732,11718,188,387.0,0,11,2023-01-25,RMK-6YURJ7
15733,24,3730,31.0,2,1,2024-02-07,RMK-NXP9JC
15734,8211,8203,123.0,25,1,"Mar 11, 2025",RMK-VYGSN4
15735,10249,5393,,,,2024-01-08,RMK-VVGBYF
15736,11759,4482,371.0,1,2,12-20-2023,RMK-N5V22M
15737,11521,7246,267.0,59,3,22/01/2025,RMK-95FN5B
15738,10360,9721,32.0,1,0,"May 25, 2024",RMK-DDQ8MS
15739,6741,4483,38.0,0,1,"Dec 14, 2023",RMK-EO67V5
15740,3224,4417,468.0,64,18,01/12/2023,RMK-PAHSS8
15741,3822,2162,362.0,38,2,27/12/2023,RMK-S5U5F0
15742,6445,206,158.0,34,4,"Apr 22, 2024",RMK-16O3XL
15743,8484,4134,308.0,50,5,2024-04-13,RMK-FXOL9M
15744,3035,492,398.0,101,17,05/01/2023,RMK-C98WRK
15745,4464,3980,484.0,116,23,2024-07-14,RMK-BRNLLH
15746,7138,4160,416.0,103,13,2024-08-23,RMK-DVPRHN
15747,1959,6745,405.0,107,14,"Jun 12, 2025",RMK-SDF4R2
15748,11407,2455,289.0,1,1,2024-04-08,RMK-VQF0R2
15749,8520,5185,64.0,6,1,10/09/2023,RMK-5YCNVH
15750,5539,6249,239.0,29,4,2023-12-24,RMK-YWNX32
15751,4845,5911,300.0,78,4,03/12/2024,RMK-WLQNAU
15752,8651,9153,38.0,6,1,19/11/2024,RMK-OJZQJ5
15753,6025,3257,431.0,96,9,2024-08-01,RMK-HN20PA
15754,501,9477,258.0,23,0,06/06/2025,RMK-V9PDLX
15755,4087,538,351.0,98,10,"Nov 19, 2023",RMK-WUJ7BD
15756,11896,1952,185.0,2,3,02/08/2023,RMK-53FBA7
15757,5494,4418,293.0,28,5,2023-02-16,RMK-5UPKGK
15758,6562,3227,379.0,30,16,"Feb 02, 2024",RMK-4U22ZA
15759,9269,4540,170.0,34,3,09-21-2023,RMK-SBJS2T
15760,3367,2954,455.0,99,7,2024-10-05,RMK-7XKNA6
15761,8873,242,419.0,114,17,07/07/2023,RMK-7TITYA
15762,2634,6664,297.0,3,4,2023-07-22,RMK-WNJS2C
15763,3147,4910,219.0,38,6,07/09/2023,RMK-0JM4G7
15764,12749,3592,106.0,16,3,2023-09-01,RMK-WLD03R
15765,11660,3797,393.0,64,11,09-07-2023,RMK-1N7978
15766,2074,5907,202.0,21,2,"Jul 27, 2024",RMK-CZIV1B
15767,8713,9161,441.0,16,20,2025-04-19,RMK-ZFDBQH
15768,2743,7650,316.0,31,2,03-01-2024,RMK-ORQ0BK
15769,1001,4197,388.0,107,18,12-20-2023,RMK-C5RMMT
15770,6039,632,291.0,10,10,"Dec 21, 2023",RMK-LFZ2T9
15771,1229,7199,45.0,2,1,2023-05-08,RMK-H1S2DB
15772,26,1762,456.0,53,13,07/07/2024,RMK-RAZS9Q
15773,6146,708,381.0,96,15,"Sep 02, 2023",RMK-MPRN1X
15774,7487,4199,254.0,24,8,2025-01-07,RMK-U3AQYL
15775,8539,9300,292.0,7,14,2024-01-04,RMK-GZL0KF
15776,7800,2196,120.0,13,0,21/08/2024,RMK-ET6E9J
15777,2600,810,417.0,28,5,26/06/2023,RMK-YE6T7J
15778,5075,9425,168.0,12,6,"Feb 28, 2025",RMK-EU5M09
15779,1784,6679,130.0,8,6,04/01/2024,RMK-ZOO4QA
15780,6105,4898,242.0,71,1,2025-04-01,RMK-FJSA9C
15781,1666,6053,277.0,56,1,12-31-2023,RMK-TJ6RLD
15782,7987,7031,477.0,18,20,"Jul 19, 2024",RMK-U4SH9M
15783,69,9159,301.0,67,8,"Nov 05, 2024",RMK-IAD235
15784,4940,6775,184.0,53,4,03-25-2025,RMK-DB4RD7
15785,10575,6596,469.0,84,0,06/06/2024,RMK-9WH2T6
15786,11069,8237,25.0,2,0,04-11-2024,RMK-HPXJHT
15787,2167,2405,318.0,21,14,2023-04-14,RMK-YCTHBX
15788,11235,766,155.0,9,5,09/11/2023,RMK-WNHNGP
15789,10003,8889,111.0,33,0,"Nov 20, 2024",RMK-RE1AY3
15790,1637,9930,468.0,43,7,"May 31, 2024",RMK-XBNBOF
15791,5838,1309,193.0,37,6,18/09/2024,RMK-SNTLAY
15792,10656,8684,226.0,12,1,2024-01-06,RMK-HH4UTF
15793,9801,3222,,,,2024-04-05,RMK-ZAROQ9
15794,2564,7269,2.0,0,0,2023-11-11,RMK-0FE8TU
15795,4798,4726,497.0,142,17,2023-08-21,RMK-4US0ST
15796,3536,7613,493.0,77,14,2023-04-09,RMK-21J6WW
15797,3825,3861,356.0,99,14,2024-07-05,RMK-VTYRN3
15798,6739,9854,32.0,4,0,2024-02-25,RMK-76ISC5
15799,6962,2007,218.0,30,10,04-17-2024,RMK-JV4ZIX
15800,7563,4213,16.0,2,0,05/04/2025,RMK-1VKXY5
15801,11518,6571,143.0,39,2,"Nov 06, 2024",RMK-J29JKR
15802,1861,5084,362.0,68,14,2024-09-28,RMK-811G9V
15803,1886,8854,496.0,17,19,2024-06-13,RMK-5L6YDH
15804,11128,9128,3.0,0,0,21/04/2023,RMK-0E42ZX
15805,1339,7162,,,,25/01/2025,RMK-NEN48B
15806,1773,6874,261.0,74,1,03-05-2025,RMK-6UG5XK
15807,3988,2106,240.0,41,7,01-09-2024,RMK-LDRUHM
15808,5265,5161,420.0,5,11,18/09/2024,RMK-WZV8R5
15809,1,9084,348.0,14,17,"Oct 10, 2024",RMK-BOQNS0
15810,2004,2389,268.0,77,7,06-20-2023,RMK-7RACFJ
15811,1413,50,245.0,46,0,25/01/2025,RMK-VP4QCD
15812,11877,6072,166.0,31,8,01-23-2024,RMK-KO1GWC
15813,10526,3191,155.0,46,1,2024-01-23,RMK-6A2PG0
15814,7540,8775,60.0,16,2,"Feb 03, 2024",RMK-X72KK8
15815,7253,9527,145.0,33,3,13/11/2024,RMK-P3BH69
15816,9237,6151,103.0,16,3,2024-04-16,RMK-5A85RG
15817,7836,7915,479.0,46,3,09/04/2025,RMK-K82L4O
15818,12346,2984,266.0,74,13,25/04/2024,RMK-ET8OUX
15819,8529,347,157.0,12,5,2023-01-06,RMK-O6AVBF
15820,4251,2000,259.0,52,6,03-13-2025,RMK-MF45ER
15821,9510,5526,140.0,19,5,14/10/2023,RMK-8E1M91
15822,10587,2920,119.0,9,4,"Mar 17, 2025",RMK-4OOMN0
15823,8357,9558,64.0,9,1,"Mar 07, 2025",RMK-VY2CEC
15824,2722,1739,263.0,59,6,13/08/2024,RMK-6NKDEX
15825,9207,285,452.0,81,0,2025-04-05,RMK-HIWM7U
15826,5991,8454,288.0,12,3,2025-02-28,RMK-XRSJ5P
15827,1113,4112,260.0,77,12,2023-05-29,RMK-HH44HY
15828,10962,4256,164.0,40,8,11-06-2023,RMK-UFPVRQ
15829,11736,3378,263.0,31,4,"Apr 08, 2023",RMK-IZI4T3
15830,10446,4585,349.0,86,17,2024-09-02,RMK-LDZC0G
15831,6585,9255,169.0,49,8,2023-12-25,RMK-RALXTL
15832,7303,9258,175.0,0,6,2025-01-10,RMK-5YDL7K
15833,5717,2653,338.0,89,12,03-06-2025,RMK-624LND
15834,4211,3632,362.0,66,7,2025-01-03,RMK-PHX3VM
15835,11700,801,378.0,50,14,"Apr 30, 2024",RMK-N25JGI
15836,7868,6531,,,,2023-10-23,RMK-Y3143B
15837,7778,2860,243.0,19,11,2023-10-08,RMK-0OS83M
15838,10633,8614,397.0,76,15,"Apr 24, 2023",RMK-K4KS7Q
15839,9285,1422,373.0,65,4,06-02-2024,RMK-XRTHCP
15840,9251,3154,304.0,91,11,07/11/2023,RMK-0WB2WY
15841,1358,8276,405.0,92,18,16/08/2024,RMK-PM7173
15842,7961,9797,40.0,5,2,2023-08-17,RMK-G5UEA5
15843,11955,6951,48.0,10,1,"Jun 18, 2025",RMK-UU2H3F
15844,2552,3116,131.0,0,3,05/07/2023,RMK-R844TX
15845,1337,6843,214.0,8,5,01-01-2025,RMK-EIIY4D
15846,9254,3407,388.0,87,0,2025-02-16,RMK-VW7WYW
15847,4568,8833,244.0,48,8,21/03/2025,RMK-H3OINN
15848,6083,3933,236.0,10,4,2023-12-01,RMK-YJLU2N
15849,844,3236,422.0,48,9,"Mar 19, 2025",RMK-GGV8L6
15850,3663,35,43.0,7,1,"Jan 01, 2023",RMK-Q6MESD
15851,7926,7938,246.0,42,1,"Feb 05, 2023",RMK-0ILUA0
15852,5462,487,28.0,3,0,12-25-2023,RMK-LGJ775
15853,2472,7096,385.0,96,14,03/08/2023,RMK-PXWR8F
15854,8096,4484,391.0,44,17,09-17-2023,RMK-IS7THH
15855,6235,5453,459.0,25,18,21/03/2025,RMK-RMWEBC
15856,1077,3381,27.0,0,1,2024-03-05,RMK-C4EDP9
15857,7839,10162,416.0,30,2,"Jul 28, 2023",RMK-B4MIU8
15858,7310,2597,222.0,56,3,2023-11-24,RMK-FDGFDN
15859,5542,1445,427.0,95,7,"Jun 18, 2024",RMK-DZLN21
15860,8785,5224,270.0,57,6,02-23-2024,RMK-0YXSD4
15861,4196,2721,276.0,41,11,02-24-2024,RMK-08DB52
15862,8561,9327,55.0,3,0,2024-06-10,RMK-YH0CZY
15863,983,2777,13.0,2,0,"Feb 09, 2024",RMK-490W26
15864,9345,6142,465.0,64,16,07-07-2024,RMK-YMFHYK
15865,11791,5006,253.0,74,11,"Feb 15, 2024",RMK-YMA6DW
15866,1471,2079,,,,14/02/2024,RMK-PZ4FZD
15867,2269,3513,114.0,14,4,23/10/2023,RMK-1ZT9L6
15868,7133,1718,119.0,24,3,06-15-2024,RMK-1BKSF5
15869,12074,6504,394.0,2,10,10-04-2023,RMK-LXJ7ZP
15870,2987,635,23.0,0,0,"May 24, 2024",RMK-FFWPBN
15871,492,9720,130.0,12,2,"Jun 07, 2023",RMK-GI79MC
15872,2157,9456,134.0,30,3,17/08/2024,RMK-J4UO3S
15873,137,5433,470.0,100,18,2024-05-15,RMK-WO6VIY
15874,3512,2422,308.0,84,15,02-19-2023,RMK-C3T26Z
15875,6348,2816,342.0,74,10,16/09/2023,RMK-N4QL09
15876,12290,2970,194.0,40,9,03-06-2025,RMK-6WNI32
15877,7817,8613,301.0,74,12,06/06/2023,RMK-D91S34
15878,1389,1562,142.0,26,6,"Aug 31, 2023",RMK-MHE73J
15879,1743,7821,471.0,9,8,16/12/2023,RMK-WSCBMC
15880,7434,1437,287.0,58,8,26/10/2023,RMK-ARYONZ
15881,6410,9319,286.0,25,11,2023-10-01,RMK-DWJLGK
15882,10988,348,174.0,44,3,"Feb 12, 2023",RMK-LC1K79
15883,2498,1657,208.0,60,1,06/08/2024,RMK-IZBQXL
15884,1237,6424,85.0,18,4,04/04/2025,RMK-5IXC4X
15885,1525,7507,439.0,106,21,05-22-2025,RMK-X1V2Z1
15886,5602,3349,44.0,6,0,"Sep 16, 2024",RMK-C0I6R8
15887,8213,9435,418.0,10,2,2023-05-16,RMK-IGBT3N
15888,5277,9552,142.0,35,3,05-27-2024,RMK-7JIHCM
15889,7532,836,173.0,33,2,10-21-2024,RMK-E0A7WD
15890,11179,109,231.0,42,7,12-31-2023,RMK-BMBMDH
15891,3765,8059,306.0,36,4,2023-11-21,RMK-NUO7RR
15892,4434,8577,345.0,88,15,10-11-2023,RMK-09M9RP
15893,544,1748,148.0,17,2,2023-12-29,RMK-NU5SAB
15894,841,8022,447.0,33,3,02-09-2023,RMK-A87Q4Y
15895,11725,10286,322.0,82,0,"Feb 10, 2024",RMK-5G1GEA
15896,156,8991,220.0,65,7,"Jan 05, 2024",RMK-KIXOC3
15897,5396,4990,355.0,71,8,03-26-2024,RMK-OZNNA0
15898,10932,9658,271.0,51,0,29/05/2025,RMK-0I5T7D
15899,2726,2789,380.0,54,8,2024-08-17,RMK-ZSYZSU
15900,1497,7586,39.0,10,0,05-23-2024,RMK-FVFJTD
15901,12255,1893,426.0,41,20,07-28-2023,RMK-PW2W39
15902,6676,2375,440.0,91,13,"May 24, 2025",RMK-WWCJU9
15903,6553,1784,83.0,9,0,10-26-2023,RMK-BTBZPU
15904,10739,9991,206.0,55,4,29/01/2024,RMK-IISGSS
15905,10096,9575,307.0,37,13,06-27-2023,RMK-KUC0I1
15906,12269,7332,134.0,33,2,"May 26, 2023",RMK-XWW8LZ
15907,11561,5880,422.0,84,10,05-21-2025,RMK-VR2HBL
15908,11745,5153,419.0,2,1,18/06/2024,RMK-0L4L2U
15909,4287,10236,85.0,11,3,"Jul 03, 2024",RMK-AIBKAE
15910,2733,4039,276.0,72,6,2023-07-21,RMK-U0QLWK
15911,9734,9260,56.0,14,0,12/06/2023,RMK-8FOKLD
15912,8870,9060,266.0,50,6,06/06/2025,RMK-9ABI4N
15913,9766,1942,330.0,9,15,18/09/2023,RMK-D6UPM6
15914,1379,8867,159.0,33,7,2024-04-14,RMK-CS28MU
15915,6615,5788,383.0,72,1,05-31-2024,RMK-R8U4CJ
15916,6386,2455,254.0,65,9,2023-05-01,RMK-EOK6F0
15917,2988,672,495.0,47,1,20/03/2024,RMK-M7HLDD
15918,1797,1437,158.0,22,4,06-04-2024,RMK-5VTV4K
15919,3908,9328,334.0,26,0,"Apr 09, 2025",RMK-BNR43B
15920,2030,3943,301.0,37,5,16/07/2023,RMK-XPJET5
15921,5026,9731,19.0,5,0,08-27-2023,RMK-M6SL9M
15922,675,1127,465.0,59,8,05-11-2024,RMK-EM0SAX
15923,8870,1518,377.0,84,9,31/10/2024,RMK-C7EII5
15924,12445,7123,455.0,56,2,2024-03-29,RMK-Q60J39
15925,2640,9039,431.0,85,18,09-01-2023,RMK-CLMZME
15926,8915,9564,358.0,102,12,"Mar 07, 2025",RMK-F3NB8P
15927,6416,6406,363.0,84,16,24/12/2024,RMK-KFWNI2
15928,1878,9115,89.0,10,3,09-28-2024,RMK-AOW0KY
15929,9144,2314,328.0,73,9,"Feb 12, 2025",RMK-GYCOQS
15930,3985,4096,320.0,61,2,03/05/2025,RMK-VUOVUF
15931,104,9544,16.0,4,0,16/07/2023,RMK-RXENSG
15932,3819,7094,132.0,19,3,"May 29, 2023",RMK-13VX54
15933,761,5635,166.0,13,0,02-29-2024,RMK-5YD1B2
15934,4204,26,147.0,29,7,2023-03-07,RMK-JPQQEV
15935,11313,6627,35.0,10,1,2023-12-08,RMK-PX6KE4
15936,613,2870,435.0,67,6,2023-05-07,RMK-A8DXAT
15937,9153,7471,7.0,2,0,03-24-2023,RMK-MV4R3M
15938,10749,7269,467.0,11,20,01/12/2023,RMK-5JKDFY
15939,12143,331,459.0,69,1,2023-07-17,RMK-62TSVB
15940,1516,10117,249.0,26,10,31/01/2025,RMK-G527CN
15941,4212,1386,155.0,33,5,"Dec 29, 2023",RMK-A3PDSS
15942,294,3991,100.0,24,1,2024-03-10,RMK-2UT3BK
15943,1232,414,371.0,35,9,2023-10-14,RMK-3JSFW9
15944,9300,8817,75.0,15,3,20/05/2025,RMK-4TCCOS
15945,8841,7622,76.0,4,3,24/10/2024,RMK-IIUNPL
15946,1396,411,11.0,3,0,"Feb 24, 2025",RMK-AUWWZM
15947,10476,6168,133.0,2,6,11-06-2024,RMK-17OB2U
15948,9739,9397,347.0,57,15,2025-05-01,RMK-CSA93Z
15949,8624,7671,35.0,2,1,2024-12-17,RMK-ZLAW57
15950,6459,9673,377.0,82,2,13/03/2024,RMK-W0WAWT
15951,11453,1191,493.0,46,21,2024-08-19,RMK-80HXID
15952,7953,3611,398.0,113,17,05-07-2024,RMK-6H3WA8
15953,10027,9903,414.0,18,18,02-16-2023,RMK-9ONTLW
15954,11211,2515,64.0,17,1,"Apr 20, 2023",RMK-OAQAWB
15955,2045,7549,118.0,29,3,09-01-2023,RMK-1FUFJK
15956,5818,294,2.0,0,0,"Sep 09, 2024",RMK-N84NE0
15957,5614,2016,319.0,80,14,2023-08-29,RMK-MSUX6P
15958,8561,6866,262.0,71,11,30/05/2024,RMK-B6Z2F0
15959,6517,3307,473.0,43,22,2024-04-19,RMK-WWOVV9
15960,3355,2844,131.0,18,3,02-12-2023,RMK-8TCBSH
15961,2433,9165,70.0,0,3,2025-03-13,RMK-D0G8FL
15962,2830,6316,13.0,0,0,2023-11-08,RMK-ZT02LD
15963,960,4307,236.0,13,5,19/12/2023,RMK-TEMOUZ
15964,5672,9099,39.0,4,1,24/12/2024,RMK-6ZOYEY
15965,102,1339,299.0,48,12,02-01-2025,RMK-SUCSAR
15966,1840,3165,465.0,101,16,13/10/2023,RMK-8W4OEN
15967,11278,1874,314.0,11,7,"Oct 14, 2023",RMK-NFD5MC
15968,9466,8202,42.0,10,2,"Jun 24, 2024",RMK-11IT2N
15969,801,868,50.0,15,1,01-04-2024,RMK-9XFK80
15970,4079,5350,74.0,16,1,2023-04-21,RMK-1ZIVUI
15971,9772,2381,343.0,86,15,21/09/2023,RMK-FEYSDP
15972,618,3400,425.0,31,2,03-20-2023,RMK-R6HEQI
15973,3429,7207,95.0,6,1,17/02/2023,RMK-AAW2K9
15974,3233,2356,129.0,13,3,20/01/2025,RMK-3CRVYY
15975,2027,5063,324.0,77,12,02-25-2024,RMK-VIT0GX
15976,7758,5968,103.0,23,3,10-13-2023,RMK-6GXUJR
15977,4100,1390,281.0,24,7,12-21-2024,RMK-8YHK71
15978,12115,5324,397.0,74,5,"Jun 08, 2023",RMK-F6FTS2
15979,7884,7426,431.0,63,17,09-28-2024,RMK-MVFOZ1
15980,790,130,233.0,31,11,2025-03-24,RMK-EULZ85
15981,6481,6981,355.0,55,3,2024-06-09,RMK-A9C9E3
15982,8462,8311,309.0,86,7,30/01/2024,RMK-5LKMB0
15983,2737,5074,179.0,50,2,31/08/2023,RMK-UGVSOY
15984,8808,889,304.0,74,0,06/06/2024,RMK-05EKR3
15985,3786,988,140.0,19,1,29/04/2025,RMK-CEIJJW
15986,1042,8629,418.0,48,8,2023-01-20,RMK-PQITT8
15987,3546,816,45.0,9,0,28/05/2025,RMK-NWUUY5
15988,10671,4817,228.0,48,0,05-18-2025,RMK-MGI6KS
15989,4274,7400,179.0,45,0,10-12-2024,RMK-PUDDN9
15990,10953,5297,152.0,2,0,2024-07-10,RMK-NYAN2F
15991,8321,235,173.0,27,5,"Dec 04, 2023",RMK-B94ZJY
15992,9308,2257,137.0,41,5,11-06-2023,RMK-EJNT6D
15993,4490,3303,289.0,3,9,2023-02-07,RMK-49ZTBY
15994,10957,370,73.0,8,1,"Jul 21, 2024",RMK-A0FRXD
15995,11242,6624,86.0,22,3,2023-02-19,RMK-CT1PSM
15996,859,6520,431.0,17,12,02/01/2023,RMK-QNBAPA
15997,1281,4242,433.0,112,6,12-26-2023,RMK-5FXAM1
15998,10507,6244,344.0,5,1,15/02/2025,RMK-RIZ4XV
15999,2624,7904,251.0,35,7,08/04/2024,RMK-RNBNSR
16000,11168,7007,267.0,15,6,2023-01-06,RMK-T21PTW
16001,11,9169,300.0,1,13,05-03-2023,RMK-8P8XFK
16002,3794,1964,362.0,13,4,2024-02-03,RMK-0UQFIR
16003,11764,5800,381.0,34,2,01-28-2023,RMK-UE4K00
16004,589,2786,230.0,2,3,2023-07-05,RMK-07W0JR
16005,2728,1389,169.0,0,6,2023-03-26,RMK-4A6T4W
16006,7314,9973,,,,"Sep 22, 2024",RMK-XD2BYA
16007,8148,4301,177.0,51,2,21/05/2023,RMK-YC1F5P
16008,4218,6682,160.0,3,5,07/03/2025,RMK-IAYGYR
16009,10499,1649,364.0,76,15,"May 28, 2023",RMK-25XV25
16010,9308,4320,196.0,52,7,"Mar 06, 2025",RMK-6BY8UG
16011,790,4630,115.0,34,3,2023-02-26,RMK-HEPFXG
16012,8229,7589,435.0,119,13,"Oct 24, 2024",RMK-X0I464
16013,7078,7490,249.0,22,6,03-02-2024,RMK-9IA28D
16014,1206,3596,447.0,13,20,"May 06, 2025",RMK-LUDKP7
16015,5436,4219,180.0,25,5,22/07/2023,RMK-0J7S21
16016,3712,5712,407.0,51,1,2024-11-05,RMK-GNNQDT
16017,2103,9240,228.0,21,10,"Jan 10, 2024",RMK-GNDGUP
16018,4765,6617,49.0,3,0,06-11-2025,RMK-RW2RYF
16019,10731,3970,357.0,78,6,2024-12-26,RMK-XWM4DD
16020,373,4790,448.0,36,1,28/04/2023,RMK-VLQ6Z5
16021,1130,2811,143.0,39,4,24/04/2024,RMK-FT2MK6
16022,4949,42,408.0,120,6,05/03/2023,RMK-QAWZLI
16023,5837,5455,262.0,22,4,07/08/2023,RMK-2TGFHD
16024,6832,6438,430.0,13,11,07-16-2023,RMK-CLBJRU
16025,767,2771,395.0,44,19,04-25-2025,RMK-KU9ETL
16026,1877,4406,500.0,26,21,19/03/2024,RMK-L1BZGT
16027,2155,7848,425.0,105,7,08-11-2024,RMK-Y3HZLE
16028,6117,8921,139.0,13,1,12/12/2023,RMK-N6PRJP
16029,2184,8754,342.0,91,5,29/04/2025,RMK-CI3X2F
16030,10641,9957,455.0,101,18,26/04/2025,RMK-VDRWGA
16031,8470,2737,357.0,73,13,29/07/2023,RMK-EDZZ6P
16032,6259,1648,246.0,8,8,07/05/2024,RMK-12GQKR
16033,5388,7642,196.0,44,7,"Jan 15, 2024",RMK-TIRQCQ
16034,11402,667,181.0,28,0,01/02/2025,RMK-H060CE
16035,3264,8503,187.0,0,8,2023-04-01,RMK-HQT1CD
16036,10601,8217,495.0,6,8,2025-03-29,RMK-1PRD2A
16037,1359,4601,285.0,48,12,"May 07, 2025",RMK-KQ6Z56
16038,10730,6121,179.0,30,4,2024-10-08,RMK-C47D4P
